loai_thau,ma_tinh,ten_tinh,ten_don_vi,ma_cskcb,ten_cskcb,ma,ma_gy,ten,hoatchat,duongdung,maduongdung,madd_gy,dangbaoche,hamluong,donggoi,sodk,nhasx,nuocsx,donvitinh,soluong,gia,thanhtien,tennhathau,quyetdinh,tungay,denngay,goithau,tieuchuan,nhomthau,loai,sttpheduyet,hieuluc,congbo,ht_thau,tungay_hd,denngay_hd,created_date
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Nậm Có,15503,Tyt Nậm Có,40.1015,40.1015,Glucose 5%,Glucose,Tiêm truyền,2.15,2.15,Dung dịch tiêm truyền,5%/500ml,Thùng 20 chai nhựa 500ml,VD-28252-17,Công ty Cổ phần Fresenius Kabi,Việt Nam,Chai nhựa,0,8400.0,0.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THANH PHƯƠNG,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Pkđkkv Hòa Ninh,68581,Pkđkkv Hòa Ninh,40.1028,40.1028,Nước cất pha tiêm 5ml,Nước cất pha tiêm,Tiêm,2.10,2.10,Dung môi pha tiêm,5ml,Hộp 50 ống x 5ml,VD-31299-18,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar),Việt Nam,Ống,0,567.0,0.0,Công ty cổ phần Dược - Trang thiết bị y tế Bình Định (Bidiphar).,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Thanh Nhàn,01006,Bv Thanh Nhàn,05C.127.2,05C.127.2,Tuần hoàn não Thái Dương,"Đinh lăng, Bạch quả, Đậu tương",Uống,1.01,1.01,Viên nang cứng,0.2g; 0.033g; 0.083g,Hộp 2 vỉ × 6 viên,VD-27326-17,Chi nhánh Công ty cổ phần Sao Thái Dương tại Hà Nam,Việt Nam,Viên,300000,2916.0,874800000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC SÀI GÒN,1894/QĐ-BVTN,2024-10-01 00:00:00,,G3,,N3,Chế phẩm,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Kim Nọi,15513,Tyt Kim Nọi,40.1018,40.1018,Magnesi sulfat Kabi 15%,Magnesi sulfat,Tiêm truyền,2.15,2.15,Dung dịch tiêm,"1,5g/10ml",Hộp 50 ống x 10ml,VD-19567-13,Công ty Cổ phần Fresenius Kabi,Việt Nam,Ống,0,2900.0,0.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THANH PHƯƠNG,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Kim Nọi,15513,Tyt Kim Nọi,40.1021,40.1021,"Natriclorid 0,9%",Natri clorid,Tiêm truyền tĩnh mạch,2.05,2.05,Dung dịch tiêm truyền,"0,9%; 500ml",Thùng 20 chai nhựa 500ml,893110039623,Công ty Cổ phần Fresenius Kabi,Việt Nam,Chai nhựa,0,7980.0,0.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THANH PHƯƠNG,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Kim Nọi,15513,Tyt Kim Nọi,40.775,40.775,Solu-Medrol,Methyl prednisolon,Tiêm,2.10,2.10,Bột đông  khô pha  tiêm,40mg,Hộp 10 lọ Act-O-Vial 1ml,VN-20330-17,Pfizer Manufacturing Belgium NV,Bỉ,Lọ,0,41871.0,0.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Kim Nọi,15513,Tyt Kim Nọi,40.807,40.807,Metformin 500,Metformin,Uống,1.01,1.01,Viên nén  bao phim,500mg,Hộp 6 vỉ x 10 viên,VN-20289-17,Lek S.A,Ba Lan,Viên,0,435.0,0.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N3,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,46,Tỉnh Thừa Thiên Huế,Tyt Phú Vinh,46172,Tyt Phú Vinh,40.1026,40.1026,Ringer lactate,Ringer lactat,Tiêm truyền,2.15,2.15,Thuốc tiêm truyền,500ml,Thùng 20 chai nhựa 500ml,VD-22591-15,Công ty cổ phần Fresenius Kabi/Việt Nam,Việt Nam,Chai nhựa,0,8400.0,0.0,Công ty CP TM DP Manh Tý - Việt Mỹ,163/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,46,Tỉnh Thừa Thiên Huế,Tyt Phú Vinh,46172,Tyt Phú Vinh,40.12,40.12,Lidocain Kabi 2%,Lidocain (hydroclorid),Tiêm,2.10,2.10,Dung dịch tiêm,40mg/2ml,Hộp 100 ống x 2ml,VD-31301-18,Công ty cổ phần Fresenius Kabi/Việt Nam,Việt Nam,Ống,0,806.0,0.0,Công ty CP TM DP Manh Tý - Việt Mỹ,163/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.544,40.544,Ilomedin 20,Iloprost,Tiêm truyền,2.15,2.15,Dung dịch đậm đặc pha tiêm truyền,20mcg/ml,Hộp 5 ống x 1ml,VN-19390-15,Berlimed S.A,Tây Ban Nha,Ống,20,623700.0,12474000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.21,40.21,Diprivan,Propofol,Tiêm truyền tĩnh mạch,2.05,2.05,Nhũ tương tiêm hoặc truyền tĩnh mạch,10mg/ml,Hộp chứa 5 ống x 20ml,VN-15720-12,Corden Pharma S.P.A,"CSSX: Ý, đóng gói: Ý",Ống,2000,118168.0,236336000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,68,Tỉnh Lâm Đồng,Pkđkkv Hòa Ninh,68581,Pkđkkv Hòa Ninh,40.478,40.478,Vinceryl 5 mg/5 ml,Nitroglycerin,Tiêm,2.10,2.10,Dung dịch tiêm,5mg/ml,Hộp 2 vỉ x 5 ống x 5 ml,893110030324,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam,ống,0,49980.0,0.0,Công ty Cổ phần Dược phẩm Vĩnh Phúc.,685/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,3,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.30.22,40.30.22,Anaropin,Ropivacain hydroclorid,Tiêm,2.10,2.10,"Dung dịch tiêm/truyền quanh dây thần kinh,  ngoài màng cứng",2mg/ml,Hộp 5 ống tiêm 20ml,VN-19003-15,AstraZeneca AB,Thụy Điển,Ống,15000,75600.0,1134000000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.387.2,40.387.2,Anzatax 150mg/25ml,Paclitaxel,Tiêm truyền tĩnh mạch,2.05,2.05,Dung dịch đậm đặc pha dung dịch tiêm truyền,150mg/25ml,Hộp 1 lọ 25ml,VN-20847-17,Hospira Australia Pty Ltd,Úc,Lọ,180,3173573.0,571243140.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.155,40.155,Augmentin 1g,Amoxicilin + acid clavulanic,Uống,1.01,1.01,Viên nén bao phim,875mg + 125mg,Hộp 2 vỉ x 7 viên,VN-20517-17,SmithKline Beecham Pharmaceuticals,Anh,Viên,15000,16680.0,250200000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.192,40.192,Tazocin,Piperacilin + tazobactam*,Truyền tĩnh mạch,2.14,2.14,Bột đông khô pha tiêm,"4g, 0.5g",Hộp 1 lọ,800110074023,Wyeth Lederle S.r.l,Ý,Lọ,400,223700.0,89480000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.481,40.481,Vastarel MR,Trimetazidin,Uống,1.01,1.01,viên nén bao phim giải phóng có kiểm soát,35mg,Hộp 2 vỉ x 30 viên,VN-17735-14,Les Laboratoire s Servier Industrie,Pháp,Viên,250000,2705.0,676250000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.528,40.528,Diovan 80,Valsartan,Uống,1.01,1.01,Viên nén bao phim,80mg,Hộp 2 vỉ x 14 viên,VN-18399-14,"Siegfried Barbera, S.L.",Tây Ban Nha,Viên,40000,9366.0,374640000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.529,40.529,"Co-Diovan 80/12,5",Valsartan + hydroclorothiazid,Uống,1.01,1.01,Viên nén bao phim,"80mg + 12,5mg",Hộp 2 vỉ x 14 viên,VN-19286-15,Novartis Farma S.p.A.,Ý,Viên,40000,9987.0,399480000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.30.501,40.30.501,Exforge,Amlodipin + valsartan,Uống,1.01,1.01,Viên nén bao phim,(5+80)mg,Hộp 2 vỉ x 14 viên,VN-16344-13,"Siegfried Barbera, S.L.",Tây Ban Nha,Viên,200000,9987.0,1997400000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.30.501,40.30.501,Exforge,Amlodipin + valsartan,Uống,1.01,1.01,Viên nén bao phim,(10+160) mg,Hộp 2 vỉ x 14 viên,VN-16342-13,"Siegfried Barbera, S.L.",Tây Ban Nha,Viên,10000,18107.0,181070000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.812,40.812,Galvus,Vildagliptin,Uống,1.01,1.01,Viên nén,50mg,Hộp 2 vỉ x 14 viên,840110412723,"Siegfried Barbera, S.L.",Tây Ban Nha,Viên,120000,8225.0,987000000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Thanh Nhàn,01006,Bv Thanh Nhàn,05C.35,05C.35,Kim tiền thảo HM,Kim tiền thảo,Uống,1.01,1.01,Thuốc cốm,600mg/2g,Hộp 21 gói x 2g,VD-27237-17,Công ty Cổ phần Dược Vật tư y tế Hải Dương,Việt Nam,Gói,50000,3720.0,186000000.0,CÔNG TY CỔ PHẦN TÂN VỸ AN,1894/QĐ-BVTN,2024-10-01 00:00:00,,G3,,N3,Chế phẩm,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.980,40.980,Ventolin Inhaler,Salbutamol sulfat,Xịt,5.04,5.04,Hỗn dịch xịt qua bình định liều điều áp,100mcg/liều xịt,Hộp 1 bình xịt 200 liều,VN-18791-15,Glaxo Wellcome S.A.,Tây Ban Nha,Bình xịt,7000,76379.0,534653000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.189,40.189,Meronem,Meropenem*,Tiêm truyền tĩnh mạch,2.05,2.05,Bột pha dung dịch tiêm/ truyền tĩnh mạch,1000mg,Hộp 10 lọ 30ml,VN-17831-14,ACS Dobfar S.P.A; Đóng gói và xuất xưởng bởi :Zambon Switzerland Ltd.,"Ý, đóng gói Thụy Sỹ",Lọ,700,549947.0,384962900.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.473,40.473,Neupogen,Filgrastim,Tiêm dưới da,2.02,2.02,Dung dịch tiêm,"30 MU/0,5ml","Hộp 1 bơm tiêm đóng sẵn 0,5ml",QLSP-1070-17,Amgen Manufacturing Limited,Mỹ,Bơm tiêm,200,558047.0,111609400.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.678,40.678,Nexium,Esomeprazol,Tiêm,2.10,2.10,Bột pha dung dịch tiêm/truyền tĩnh mạch,"42,5mg (tương đương với esomeprazol 40mg)",Hộp 1 lọ bột pha tiêm 5ml,VN-15719-12,AstraZeneca AB,Thụy Điển,Lọ,5000,153560.0,767800000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.22,40.22,Sevorane,Sevofluran,Khí dung,5.05,5.05,Dược chất lỏng nguyên chất dùng để hít,250ml,Hộp 1 chai 250ml,800114034723,Abbvie S.r.l,Ý,Chai,600,3578500.0,2147100000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.1004,40.1004,Survanta,Surfactant (Phospholipid chiết xuất từ phổi lợn hoặc phổi bò; hoặc chất diện hoạt chiết xuất từ phổi bò (Bovine lung surfactant)),Đường nội khí quản,5.11,5.11,Hỗn dịch dùng đường nội khí quản,25 mg/ ml,Hộp 1 lọ 4ml,QLSP-940-16,AbbVie Inc.,Mỹ,Lọ,700,8802200.0,6161540000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.158,40.158,Unasyn,Ampicilin + sulbactam,Tiêm truyền tĩnh mạch,2.05,2.05,"Thuốc bột pha tiêm, truyền",0.5g ;1g,Hộp 1 lọ,VN-20843-17,Haupt Pharma Latina S.r.l,Ý,Lọ,150000,65999.0,9899850000.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Phụ Sản Tw,01905,Bv Phụ Sản Tw,40.1004,40.1004,Curosurf,Surfactant (Phospholipid chiết xuất từ phổi lợn hoặc phổi bò; hoặc chất diện hoạt chiết xuất từ phổi bò (Bovine lung surfactant)),Đường nội khí quản,5.11,5.11,Hỗn dịch bơm ống nội khí quản,"120mg/ 1,5ml","Hộp 1 lọ 1,5ml",VN-18909-15,VN-18909-15 Gia hạn số: 62/QĐ-QLD ngày 08/02/2023 (TKHQ+Thẻ kho+ Hóa đơn),Chiesi Farmaceutici S.p.A,Lọ,800,13990000.0,11192000000.0,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG CPC1,2356/QĐ-PSTW,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-09-30 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Nậm Có,15503,Tyt Nậm Có,40.1015,40.1015,Glucose 10%,Glucose,Tiêm truyền,2.15,2.15,Dung dịch tiêm truyền,10%/500ml,Thùng 20 chai nhựa 500ml,VD-25876-16,Công ty Cổ phần Fresenius Kabi,Việt Nam,Chai,0,10343.0,0.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THANH PHƯƠNG,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Nậm Có,15503,Tyt Nậm Có,40.1018,40.1018,Magnesi sulfat Kabi 15%,Magnesi sulfat,Tiêm truyền,2.15,2.15,Dung dịch tiêm,"1,5g/10ml",Hộp 50 ống x 10ml,VD-19567-13,Công ty Cổ phần Fresenius Kabi,Việt Nam,Ống,0,2900.0,0.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THANH PHƯƠNG,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Nậm Có,15503,Tyt Nậm Có,40.1021,40.1021,"Natriclorid 0,9%",Natri clorid,Tiêm truyền tĩnh mạch,2.05,2.05,Dung dịch tiêm truyền,"0,9%; 500ml",Thùng 20 chai nhựa 500ml,893110039623,Công ty Cổ phần Fresenius Kabi,Việt Nam,Chai nhựa,0,7980.0,0.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THANH PHƯƠNG,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Tyt Nậm Có,15503,Tyt Nậm Có,40.807,40.807,Metformin 500,Metformin,Uống,1.01,1.01,Viên nén  bao phim,500mg,Hộp 6 vỉ x 10 viên,VN-20289-17,Lek S.A,Ba Lan,Viên,0,435.0,0.0,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC LIỆU TW2,222/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N3,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2024-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Kv Cầu Ngang,84007,Bvđk Kv Cầu Ngang,40.22,40.22,Sevoflurane,Sevofluran,Dạng hít,5.02,5.02,Chất lỏng dễ bay hơi dùng gây mê đường hô hấp,100%;250ml,Chai nhôm 250ml,VN-18162-14,Baxter Healthcare Corporation,Mỹ,Chai,10,1552000.0,15520000.0,CÔNG TY CPDP TBYT HÀ NỘI,23/QĐ-BVĐKKV,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,5,2024-10-01 00:00:00,2025-04-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Kv Cầu Ngang,84007,Bvđk Kv Cầu Ngang,40.806,40.806,INSUNOVA -G PEN,"Insulin analog tác dụng chậm, kéo dài (Glargine, Detemir, Degludec)",Tiêm,2.10,2.10,Dung dịch tiêm,100IU/ml,Hộp chứa 01 bút tiêm nạp sẵn chứa 03ml dung dịch thuốc,QLSP-907-15,Biocon Biologics Limited,India,Bút tiêm,3800,230000.0,874000000.0,CÔNG TY CPDP TBYT HÀ NỘI,23/QĐ-BVĐKKV,2024-10-01 00:00:00,,G1,,N5,Tân dược,,1,2024-10-01 00:00:00,5,2024-10-01 00:00:00,2025-04-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Kv Cầu Ngang,84007,Bvđk Kv Cầu Ngang,40.806,40.806,Tresiba® Flextouch® 100U/ml,"Insulin analog tác dụng chậm, kéo dài (Glargine, Detemir, Degludec)",Tiêm,2.10,2.10,Dung dịch tiêm,"10,98mg/3ml",Hộp 5 bút tiêm bơm sẵn thuốc x 3ml (15 kim kèm theo),QLSP-930-16,Novo Nordisk A/S,Đan Mạch,Bút tiêm,3800,320624.0,1218371200.0,CÔNG TY CPDP TBYT HÀ NỘI,23/QĐ-BVĐKKV,2024-10-01 00:00:00,,G1,,N1,Tân dược,,1,2024-10-01 00:00:00,5,2024-10-01 00:00:00,2025-04-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,84,Tỉnh Trà Vinh,Bvđk Tỉnh,84001,Bvđk Tỉnh,40.807,40.807,Glucophage 850mg,Metformin,Uống,1.01,1.01,Viên nén bao phim,850mg,Hộp 5 vỉ x 20 viên,VN-21908-19,Merck Sante s.a.s,Pháp,Viên,90000,3442.0,309780000.0,Công ty Cổ phần Dược liệu Trung ương 2,2164/QĐ-BVĐK,2024-10-01 00:00:00,,G2,,N1,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-10-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,46,Tỉnh Thừa Thiên Huế,Tyt Hồng Kim,46177,Tyt Hồng Kim,40.1028,40.1028,Nước cất tiêm,Nước cất pha tiêm,Tiêm,2.10,2.10,Dung môi pha tiêm,10ml,Hộp 50 ống x 10ml,VD-18797-13,Công ty cổ phần dược vật tư y tế Hải Dương,Việt Nam,Ống,0,688.0,0.0,Công ty CP TM DP Manh Tý - Việt Mỹ,163/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,46,Tỉnh Thừa Thiên Huế,Tyt Hồng Kim,46177,Tyt Hồng Kim,40.12,40.12,Lidocain Kabi 2%,Lidocain (hydroclorid),Tiêm,2.10,2.10,Dung dịch tiêm,40mg/2ml,Hộp 100 ống x 2ml,VD-31301-18,Công ty cổ phần Fresenius Kabi/Việt Nam,Việt Nam,Ống,0,806.0,0.0,Công ty CP TM DP Manh Tý - Việt Mỹ,163/QĐ-TTYT,2024-10-01 00:00:00,,G1,,N4,Tân dược,,1,2024-10-01 00:00:00,1,2024-10-01 00:00:00,2025-01-01 00:00:00,2025-03-17 00:29:53
